Timestamp,Frame,ID,X,Y
2025-04-17 00:21:33,0,0,426,265
2025-04-17 00:21:33,0,1,451,288
2025-04-17 00:21:33,0,2,472,292
2025-04-17 00:21:33,0,3,340,165
2025-04-17 00:21:33,0,4,326,136
2025-04-17 00:21:33,0,5,556,246
2025-04-17 00:21:33,0,6,417,147
2025-04-17 00:21:33,0,7,260,277
2025-04-17 00:21:33,1,0,426,265
2025-04-17 00:21:33,1,1,451,288
2025-04-17 00:21:33,1,2,461,292
2025-04-17 00:21:33,1,3,339,162
2025-04-17 00:21:33,1,4,317,115
2025-04-17 00:21:33,1,5,556,256
2025-04-17 00:21:33,1,6,415,146
2025-04-17 00:21:33,1,7,262,287
2025-04-17 00:21:33,2,0,426,265
2025-04-17 00:21:33,2,1,450,288
2025-04-17 00:21:33,2,2,451,292
2025-04-17 00:21:33,2,3,339,162
2025-04-17 00:21:33,2,4,307,97
2025-04-17 00:21:33,2,5,557,266
2025-04-17 00:21:33,2,6,414,146
2025-04-17 00:21:33,2,7,264,287
2025-04-17 00:21:33,3,0,426,265
2025-04-17 00:21:33,3,1,449,288
2025-04-17 00:21:33,3,2,449,292
2025-04-17 00:21:33,3,3,339,160
2025-04-17 00:21:33,3,4,307,77
2025-04-17 00:21:33,3,5,558,272
2025-04-17 00:21:33,3,6,414,145
2025-04-17 00:21:33,3,7,266,286
2025-04-17 00:21:33,4,0,426,265
2025-04-17 00:21:33,4,1,449,288
2025-04-17 00:21:33,4,2,449,292
2025-04-17 00:21:33,4,3,339,160
2025-04-17 00:21:33,4,4,307,77
2025-04-17 00:21:33,4,5,558,272
2025-04-17 00:21:33,4,6,413,145
2025-04-17 00:21:33,4,7,268,286
2025-04-17 00:21:33,5,0,426,265
2025-04-17 00:21:33,5,1,449,288
2025-04-17 00:21:33,5,2,449,292
2025-04-17 00:21:33,5,3,339,160
2025-04-17 00:21:33,5,4,307,77
2025-04-17 00:21:33,5,5,558,272
2025-04-17 00:21:33,5,6,412,144
2025-04-17 00:21:33,5,7,270,287
2025-04-17 00:21:33,6,0,426,265
2025-04-17 00:21:33,6,1,449,288
2025-04-17 00:21:33,6,2,449,292
2025-04-17 00:21:33,6,3,339,160
2025-04-17 00:21:33,6,4,307,77
2025-04-17 00:21:33,6,5,558,272
2025-04-17 00:21:33,6,6,411,144
2025-04-17 00:21:33,6,7,272,291
2025-04-17 00:21:34,7,0,426,268
2025-04-17 00:21:34,7,1,449,288
2025-04-17 00:21:34,7,2,448,292
2025-04-17 00:21:34,7,3,339,162
2025-04-17 00:21:34,7,4,307,77
2025-04-17 00:21:34,7,5,568,282
2025-04-17 00:21:34,7,6,409,144
2025-04-17 00:21:34,7,7,272,291
2025-04-17 00:21:34,8,0,426,270
2025-04-17 00:21:34,8,1,449,288
2025-04-17 00:21:34,8,2,448,292
2025-04-17 00:21:34,8,3,339,162
2025-04-17 00:21:34,8,4,307,77
2025-04-17 00:21:34,8,5,578,292
2025-04-17 00:21:34,8,6,409,143
2025-04-17 00:21:34,8,7,274,290
2025-04-17 00:21:34,9,0,426,280
2025-04-17 00:21:34,9,1,449,288
2025-04-17 00:21:34,9,2,448,292
2025-04-17 00:21:34,9,3,339,163
2025-04-17 00:21:34,9,4,307,77
2025-04-17 00:21:34,9,5,588,292
2025-04-17 00:21:34,9,6,409,143
2025-04-17 00:21:34,9,7,274,290
2025-04-17 00:21:34,10,0,427,283
2025-04-17 00:21:34,10,1,449,288
2025-04-17 00:21:34,10,2,448,292
2025-04-17 00:21:34,10,3,339,165
2025-04-17 00:21:34,10,4,307,77
2025-04-17 00:21:34,10,5,591,292
2025-04-17 00:21:34,10,6,409,142
2025-04-17 00:21:34,10,7,274,290
2025-04-17 00:21:34,11,0,429,283
2025-04-17 00:21:34,11,1,449,288
2025-04-17 00:21:34,11,2,448,292
2025-04-17 00:21:34,11,3,339,165
2025-04-17 00:21:34,11,4,307,77
2025-04-17 00:21:34,11,5,591,292
2025-04-17 00:21:34,11,6,409,142
2025-04-17 00:21:34,11,7,274,286
2025-04-17 00:21:34,12,0,429,283
2025-04-17 00:21:34,12,1,449,288
2025-04-17 00:21:34,12,2,448,292
2025-04-17 00:21:34,12,3,339,165
2025-04-17 00:21:34,12,4,307,77
2025-04-17 00:21:34,12,5,591,292
2025-04-17 00:21:34,12,6,409,142
2025-04-17 00:21:34,12,7,274,285
2025-04-17 00:21:34,13,0,429,284
2025-04-17 00:21:34,13,1,449,288
2025-04-17 00:21:34,13,2,448,292
2025-04-17 00:21:34,13,3,339,165
2025-04-17 00:21:34,13,4,307,77
2025-04-17 00:21:34,13,5,583,292
2025-04-17 00:21:34,13,6,409,139
2025-04-17 00:21:34,13,7,274,282
2025-04-17 00:21:34,14,0,430,284
2025-04-17 00:21:34,14,1,449,288
2025-04-17 00:21:34,14,2,448,292
2025-04-17 00:21:34,14,3,339,163
2025-04-17 00:21:34,14,4,307,77
2025-04-17 00:21:34,14,5,583,292
2025-04-17 00:21:34,14,6,410,139
2025-04-17 00:21:34,14,7,274,282
2025-04-17 00:21:34,15,0,437,284
2025-04-17 00:21:34,15,1,449,288
2025-04-17 00:21:34,15,2,448,292
2025-04-17 00:21:34,15,3,339,163
2025-04-17 00:21:34,15,4,307,77
2025-04-17 00:21:34,15,5,578,292
2025-04-17 00:21:34,15,6,415,140
2025-04-17 00:21:34,15,7,284,293
2025-04-17 00:21:34,16,0,438,284
2025-04-17 00:21:34,16,1,449,288
2025-04-17 00:21:34,16,2,448,292
2025-04-17 00:21:34,16,3,339,162
2025-04-17 00:21:34,16,4,307,77
2025-04-17 00:21:34,16,5,574,292
2025-04-17 00:21:34,16,6,416,140
2025-04-17 00:21:34,16,7,319,293
2025-04-17 00:21:34,17,0,441,284
2025-04-17 00:21:34,17,1,449,288
2025-04-17 00:21:34,17,2,448,292
2025-04-17 00:21:34,17,3,339,162
2025-04-17 00:21:34,17,4,307,77
2025-04-17 00:21:34,17,5,563,292
2025-04-17 00:21:34,17,6,421,139
2025-04-17 00:21:34,17,7,333,293
2025-04-17 00:21:34,18,0,442,284
2025-04-17 00:21:34,18,1,449,288
2025-04-17 00:21:34,18,2,447,292
2025-04-17 00:21:34,18,3,340,162
2025-04-17 00:21:34,18,4,307,77
2025-04-17 00:21:34,18,5,563,292
2025-04-17 00:21:34,18,6,421,141
2025-04-17 00:21:34,18,7,337,293
2025-04-17 00:21:34,19,0,442,284
2025-04-17 00:21:34,19,1,449,288
2025-04-17 00:21:34,19,2,447,292
2025-04-17 00:21:34,19,3,340,160
2025-04-17 00:21:34,19,4,307,77
2025-04-17 00:21:34,19,5,562,292
2025-04-17 00:21:34,19,6,421,141
2025-04-17 00:21:34,19,7,338,293
2025-04-17 00:21:34,20,0,442,284
2025-04-17 00:21:34,20,1,449,288
2025-04-17 00:21:34,20,2,447,292
2025-04-17 00:21:34,20,3,341,160
2025-04-17 00:21:34,20,4,308,77
2025-04-17 00:21:34,20,5,560,292
2025-04-17 00:21:34,20,6,421,140
2025-04-17 00:21:34,20,7,338,293
2025-04-17 00:21:34,21,0,443,284
2025-04-17 00:21:34,21,1,449,288
2025-04-17 00:21:34,21,2,447,292
2025-04-17 00:21:34,21,3,342,158
2025-04-17 00:21:34,21,4,308,77
2025-04-17 00:21:34,21,5,560,292
2025-04-17 00:21:34,21,6,421,140
2025-04-17 00:21:34,21,7,338,293
2025-04-17 00:21:34,22,0,444,283
